TrialName,PreempAllowed,NumRows,NumShapes,[Shape Color Radius Position],TimeSpentOnFrame,UserAnswer1,CorrectAnswer1,IsCorrect1,UserAnswer2,CorrectAnswer2,IsCorrect2,Frame,FrameAnswered,TimeToAnswer1FromBegin,TimeToStart2,TimeToFinish2
exn_2C-f4,yes,3,3,[c w 0.040000 17] [c w 0.040000 15] [c r 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1160,,
many-f3,yes,3,3,[q y 0.040000 2] [q y 0.040000 3] [q y 0.040000 6] ,0.1060,yes,yes,correct,,,,1,1,0.1060,,
many-f3,yes,3,3,[q y 0.040000 1] [q y 0.040000 4] [q b 0.040000 7] ,0.0000,yes,yes,correct,,,,2,1,0.1060,,
many-f3,yes,3,3,[q y 0.040000 5] [q b 0.040000 8] [q b 0.040000 11] ,0.0000,yes,yes,correct,,,,3,1,0.1060,,
many-f3,yes,3,3,[q y 0.040000 10] [q y 0.040000 13] [q k 0.040000 16] ,0.0000,yes,yes,correct,,,,4,1,0.1060,,
many-f3,yes,3,3,[q y 0.040000 9] [q b 0.040000 12] [q y 0.040000 15] ,0.0000,yes,yes,correct,,,,5,1,0.1060,,
many-f3,yes,3,3,[q y 0.040000 14] [q y 0.040000 17] [q y 0.040000 18] ,0.0000,yes,yes,correct,,,,6,1,0.1060,,
exn_3C-f9,yes,3,3,[q y 0.040000 3] [q w 0.040000 1] [q y 0.040000 2] ,0.1115,yes,yes,correct,,,,1,1,0.1115,,
exn_3C-f9,yes,3,3,[q r 0.040000 5] [q r 0.040000 8] [q y 0.040000 4] ,0.0000,yes,yes,correct,,,,2,1,0.1115,,
exn_3C-f9,yes,3,3,[q k 0.040000 7] [q y 0.040000 10] [q r 0.040000 11] ,0.0000,yes,yes,correct,,,,3,1,0.1115,,
exn_3C-f9,yes,3,3,[q w 0.040000 9] [q w 0.040000 6] [q y 0.040000 12] ,0.0000,yes,yes,correct,,,,4,1,0.1115,,
exn_3C-f9,yes,3,3,[q k 0.040000 17] [q w 0.040000 13] [q w 0.040000 16] ,0.0000,yes,yes,correct,,,,5,1,0.1115,,
exn_3C-f9,yes,3,3,[q w 0.040000 14] [q y 0.040000 15] [q r 0.040000 18] ,0.0000,yes,yes,correct,,,,6,1,0.1115,,
aboutn-f8,yes,3,3,[q g 0.040000 2] [q y 0.040000 3] [q g 0.040000 1] ,0.1656,yes,yes,correct,,,,1,1,0.1656,,
aboutn-f8,yes,3,3,[q g 0.040000 4] [q g 0.040000 5] [q g 0.040000 7] ,0.0000,yes,yes,correct,,,,2,1,0.1656,,
aboutn-f8,yes,3,3,[q g 0.040000 6] [q y 0.040000 8] [q g 0.040000 9] ,0.0000,yes,yes,correct,,,,3,1,0.1656,,
aboutn-f8,yes,3,3,[q g 0.040000 11] [q g 0.040000 14] [q y 0.040000 10] ,0.0000,yes,yes,correct,,,,4,1,0.1656,,
aboutn-f8,yes,3,3,[q g 0.040000 12] [q g 0.040000 15] [q g 0.040000 18] ,0.0000,yes,yes,correct,,,,5,1,0.1656,,
aboutn-f8,yes,3,3,[q k 0.040000 16] [q g 0.040000 13] [q y 0.040000 17] ,0.0000,yes,yes,correct,,,,6,1,0.1656,,
mtn_2C-4,yes,3,3,[c y 0.040000 2] [c g 0.040000 1] [c g 0.040000 3] ,0.1470,yes,no,incorrect,,,,1,1,0.1470,,
mtn_2C-4,yes,3,3,[c y 0.040000 5] [c g 0.040000 8] [c g 0.040000 4] ,0.0000,yes,no,incorrect,,,,2,1,0.1470,,
mtn_2C-4,yes,3,3,[c g 0.040000 7] [c y 0.040000 10] [c y 0.040000 11] ,0.0000,yes,no,incorrect,,,,3,1,0.1470,,
mtn_2C-4,yes,3,3,[c g 0.040000 6] [c y 0.040000 9] [c y 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1470,,
mtn_2C-4,yes,3,3,[c y 0.040000 15] [c g 0.040000 14] [c y 0.040000 18] ,0.0000,yes,no,incorrect,,,,5,1,0.1470,,
mtn_2C-4,yes,3,3,[c k 0.040000 17] [c g 0.040000 13] [c y 0.040000 16] ,0.0000,yes,no,incorrect,,,,6,1,0.1470,,
otherprop_3C-f7,yes,3,3,[s y 0.040000 2] [s k 0.040000 1] [s g 0.040000 4] ,0.1374,yes,yes,correct,,,,1,1,0.1374,,
otherprop_3C-f7,yes,3,3,[s k 0.040000 5] [s y 0.040000 8] [s g 0.040000 7] ,0.0000,yes,yes,correct,,,,2,1,0.1374,,
otherprop_3C-f7,yes,3,3,[s r 0.040000 3] [s r 0.040000 6] [s y 0.040000 9] ,0.0000,yes,yes,correct,,,,3,1,0.1374,,
otherprop_3C-f7,yes,3,3,[s y 0.040000 11] [s y 0.040000 14] [s y 0.040000 10] ,0.0000,yes,yes,correct,,,,4,1,0.1374,,
otherprop_3C-f7,yes,3,3,[s r 0.040000 12] [s g 0.040000 15] [s y 0.040000 18] ,0.0000,yes,yes,correct,,,,5,1,0.1374,,
otherprop_3C-f7,yes,3,3,[s g 0.040000 13] [s r 0.040000 16] [s k 0.040000 17] ,0.0000,yes,yes,correct,,,,6,1,0.1374,,
aboutn-f4,yes,3,3,[q w 0.040000 1] [q w 0.040000 2] [q r 0.040000 4] ,0.1221,yes,yes,correct,,,,1,1,0.1221,,
aboutn-f4,yes,3,3,[q w 0.040000 5] [q k 0.040000 8] [q w 0.040000 7] ,0.0000,yes,yes,correct,,,,2,1,0.1221,,
aboutn-f4,yes,3,3,[q r 0.040000 3] [q r 0.040000 6] [q r 0.040000 9] ,0.0000,yes,yes,correct,,,,3,1,0.1221,,
aboutn-f4,yes,3,3,[q w 0.040000 10] [q w 0.040000 11] [q w 0.040000 14] ,0.0000,yes,yes,correct,,,,4,1,0.1221,,
aboutn-f4,yes,3,3,[q k 0.040000 13] [q w 0.040000 17] [q r 0.040000 16] ,0.0000,yes,yes,correct,,,,5,1,0.1221,,
aboutn-f4,yes,3,3,[q r 0.040000 12] [q w 0.040000 15] [q r 0.040000 18] ,0.0000,yes,yes,correct,,,,6,1,0.1221,,
mtn_3C-5,yes,3,3,[q b 0.040000 2] [q k 0.040000 6] [q r 0.040000 3] ,0.1311,yes,no,incorrect,,,,1,1,0.1311,,
mtn_3C-5,yes,3,3,[q r 0.040000 1] [q b 0.040000 5] [q b 0.040000 4] ,0.0000,yes,no,incorrect,,,,2,1,0.1311,,
mtn_3C-5,yes,3,3,[q r 0.040000 7] [q b 0.040000 8] [q b 0.040000 9] ,0.0000,yes,no,incorrect,,,,3,1,0.1311,,
mtn_3C-5,yes,3,3,[q b 0.040000 12] [q w 0.040000 14] [q w 0.040000 11] ,0.0000,yes,no,incorrect,,,,4,1,0.1311,,
mtn_3C-5,yes,3,3,[q r 0.040000 10] [q w 0.040000 13] [q w 0.040000 16] ,0.0000,yes,no,incorrect,,,,5,1,0.1311,,
mtn_3C-5,yes,3,3,[q b 0.040000 15] [q r 0.040000 17] [q b 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1311,,
many-f6,yes,3,3,[t y 0.040000 2] [t k 0.040000 1] [t y 0.040000 4] ,0.1470,yes,no,incorrect,,,,1,1,0.1470,,
many-f6,yes,3,3,[t g 0.040000 5] [t y 0.040000 8] [t y 0.040000 7] ,0.0000,yes,no,incorrect,,,,2,1,0.1470,,
many-f6,yes,3,3,[t k 0.040000 3] [t g 0.040000 6] [t y 0.040000 9] ,0.0000,yes,no,incorrect,,,,3,1,0.1470,,
many-f6,yes,3,3,[t y 0.040000 11] [t y 0.040000 13] [t k 0.040000 10] ,0.0000,yes,no,incorrect,,,,4,1,0.1470,,
many-f6,yes,3,3,[t y 0.040000 12] [t y 0.040000 15] [t k 0.040000 14] ,0.0000,yes,no,incorrect,,,,5,1,0.1470,,
many-f6,yes,3,3,[t y 0.040000 16] [t k 0.040000 17] [t y 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1470,,
most_3C-12,yes,3,3,[s k 0.040000 2] [s w 0.040000 1] [s r 0.040000 4] ,0.1358,yes,no,incorrect,,,,1,1,0.1358,,
most_3C-12,yes,3,3,[s w 0.040000 5] [s w 0.040000 8] [s r 0.040000 7] ,0.0000,yes,no,incorrect,,,,2,1,0.1358,,
most_3C-12,yes,3,3,[s k 0.040000 3] [s w 0.040000 6] [s r 0.040000 9] ,0.0000,yes,no,incorrect,,,,3,1,0.1358,,
most_3C-12,yes,3,3,[s w 0.040000 11] [s y 0.040000 14] [s y 0.040000 10] ,0.0000,yes,no,incorrect,,,,4,1,0.1358,,
most_3C-12,yes,3,3,[s y 0.040000 12] [s w 0.040000 15] [s y 0.040000 18] ,0.0000,yes,no,incorrect,,,,5,1,0.1358,,
most_3C-12,yes,3,3,[s k 0.040000 13] [s r 0.040000 16] [s w 0.040000 17] ,0.0000,yes,no,incorrect,,,,6,1,0.1358,,
few-f3,yes,3,3,[c k 0.040000 2] [c w 0.040000 1] [c w 0.040000 4] ,0.1274,yes,no,incorrect,,,,1,1,0.1274,,
few-f3,yes,3,3,[c r 0.040000 3] [c r 0.040000 6] [c k 0.040000 5] ,0.0000,yes,no,incorrect,,,,2,1,0.1274,,
few-f3,yes,3,3,[c w 0.040000 7] [c w 0.040000 8] [c r 0.040000 11] ,0.0000,yes,no,incorrect,,,,3,1,0.1274,,
few-f3,yes,3,3,[c w 0.040000 9] [c w 0.040000 12] [c r 0.040000 15] ,0.0000,yes,no,incorrect,,,,4,1,0.1274,,
few-f3,yes,3,3,[c w 0.040000 10] [c r 0.040000 13] [c k 0.040000 16] ,0.0000,yes,no,incorrect,,,,5,1,0.1274,,
few-f3,yes,3,3,[c w 0.040000 14] [c k 0.040000 17] [c w 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1274,,
mtn_2C-8,yes,3,3,[c g 0.040000 3] [c r 0.040000 2] [c r 0.040000 1] ,0.1468,yes,yes,correct,,,,1,1,0.1468,,
mtn_2C-8,yes,3,3,[c k 0.040000 6] [c r 0.040000 8] [c g 0.040000 5] ,0.0000,yes,yes,correct,,,,2,1,0.1468,,
mtn_2C-8,yes,3,3,[c r 0.040000 4] [c g 0.040000 7] [c r 0.040000 10] ,0.0000,yes,yes,correct,,,,3,1,0.1468,,
mtn_2C-8,yes,3,3,[c k 0.040000 12] [c g 0.040000 9] [c g 0.040000 11] ,0.0000,yes,yes,correct,,,,4,1,0.1468,,
mtn_2C-8,yes,3,3,[c r 0.040000 13] [c g 0.040000 15] [c r 0.040000 14] ,0.0000,yes,yes,correct,,,,5,1,0.1468,,
mtn_2C-8,yes,3,3,[c k 0.040000 17] [c g 0.040000 16] [c r 0.040000 18] ,0.0000,yes,yes,correct,,,,6,1,0.1468,,
aboutn-f6,yes,3,3,[c g 0.040000 2] [c y 0.040000 1] [c y 0.040000 3] ,0.1481,yes,yes,correct,,,,1,1,0.1481,,
aboutn-f6,yes,3,3,[c y 0.040000 5] [c g 0.040000 6] [c y 0.040000 4] ,0.0000,yes,yes,correct,,,,2,1,0.1481,,
aboutn-f6,yes,3,3,[c y 0.040000 7] [c y 0.040000 8] [c k 0.040000 9] ,0.0000,yes,yes,correct,,,,3,1,0.1481,,
aboutn-f6,yes,3,3,[c y 0.040000 11] [c g 0.040000 14] [c y 0.040000 10] ,0.0000,yes,yes,correct,,,,4,1,0.1481,,
aboutn-f6,yes,3,3,[c y 0.040000 13] [c y 0.040000 16] [c g 0.040000 17] ,0.0000,yes,yes,correct,,,,5,1,0.1481,,
aboutn-f6,yes,3,3,[c y 0.040000 12] [c y 0.040000 15] [c y 0.040000 18] ,0.0000,yes,yes,correct,,,,6,1,0.1481,,
most_3C-10,yes,3,3,[t k 0.040000 2] [t y 0.040000 1] [t w 0.040000 3] ,0.0968,yes,no,incorrect,,,,1,1,0.0968,,
most_3C-10,yes,3,3,[t y 0.040000 5] [t w 0.040000 8] [t k 0.040000 4] ,0.0000,yes,no,incorrect,,,,2,1,0.0968,,
most_3C-10,yes,3,3,[t w 0.040000 7] [t y 0.040000 11] [t y 0.040000 10] ,0.0000,yes,no,incorrect,,,,3,1,0.0968,,
most_3C-10,yes,3,3,[t b 0.040000 6] [t b 0.040000 9] [t y 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.0968,,
most_3C-10,yes,3,3,[t y 0.040000 15] [t b 0.040000 14] [t b 0.040000 18] ,0.0000,yes,no,incorrect,,,,5,1,0.0968,,
most_3C-10,yes,3,3,[t w 0.040000 17] [t k 0.040000 13] [t y 0.040000 16] ,0.0000,yes,no,incorrect,,,,6,1,0.0968,,
otherprop_2C-f5,yes,3,3,[c r 0.040000 2] [c r 0.040000 1] [c g 0.040000 3] ,0.1414,yes,no,incorrect,,,,1,1,0.1414,,
otherprop_2C-f5,yes,3,3,[c r 0.040000 5] [c g 0.040000 8] [c g 0.040000 6] ,0.0000,yes,no,incorrect,,,,2,1,0.1414,,
otherprop_2C-f5,yes,3,3,[c r 0.040000 4] [c g 0.040000 7] [c r 0.040000 10] ,0.0000,yes,no,incorrect,,,,3,1,0.1414,,
otherprop_2C-f5,yes,3,3,[c r 0.040000 9] [c g 0.040000 11] [c r 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1414,,
otherprop_2C-f5,yes,3,3,[c r 0.040000 14] [c g 0.040000 15] [c g 0.040000 18] ,0.0000,yes,no,incorrect,,,,5,1,0.1414,,
otherprop_2C-f5,yes,3,3,[c r 0.040000 17] [c g 0.040000 13] [c r 0.040000 16] ,0.0000,yes,no,incorrect,,,,6,1,0.1414,,
mtn_3C-4,yes,3,3,[t w 0.040000 2] [t w 0.040000 1] [t g 0.040000 3] ,0.1367,yes,no,incorrect,,,,1,1,0.1367,,
mtn_3C-4,yes,3,3,[t w 0.040000 5] [t w 0.040000 8] [t g 0.040000 4] ,0.0000,yes,no,incorrect,,,,2,1,0.1367,,
mtn_3C-4,yes,3,3,[t g 0.040000 7] [t w 0.040000 10] [t w 0.040000 11] ,0.0000,yes,no,incorrect,,,,3,1,0.1367,,
mtn_3C-4,yes,3,3,[t w 0.040000 6] [t y 0.040000 9] [t y 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1367,,
mtn_3C-4,yes,3,3,[t w 0.040000 17] [t y 0.040000 13] [t y 0.040000 16] ,0.0000,yes,no,incorrect,,,,5,1,0.1367,,
mtn_3C-4,yes,3,3,[t k 0.040000 15] [t g 0.040000 14] [t w 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1367,,
many-f4,yes,3,3,[s g 0.040000 2] [s k 0.040000 1] [s w 0.040000 4] ,0.1421,yes,no,incorrect,,,,1,1,0.1421,,
many-f4,yes,3,3,[s g 0.040000 5] [s w 0.040000 6] [s k 0.040000 3] ,0.0000,yes,no,incorrect,,,,2,1,0.1421,,
many-f4,yes,3,3,[s w 0.040000 7] [s g 0.040000 10] [s w 0.040000 8] ,0.0000,yes,no,incorrect,,,,3,1,0.1421,,
many-f4,yes,3,3,[s g 0.040000 9] [s w 0.040000 11] [s g 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1421,,
many-f4,yes,3,3,[s g 0.040000 13] [s w 0.040000 14] [s k 0.040000 16] ,0.0000,yes,no,incorrect,,,,5,1,0.1421,,
many-f4,yes,3,3,[s g 0.040000 18] [s g 0.040000 15] [s g 0.040000 17] ,0.0000,yes,no,incorrect,,,,6,1,0.1421,,
mtn_3C-9,yes,3,3,[q b 0.040000 1] [q b 0.040000 2] [q w 0.040000 4] ,0.1254,yes,yes,correct,,,,1,1,0.1254,,
mtn_3C-9,yes,3,3,[q k 0.040000 3] [q b 0.040000 6] [q k 0.040000 5] ,0.0000,yes,yes,correct,,,,2,1,0.1254,,
mtn_3C-9,yes,3,3,[q b 0.040000 8] [q w 0.040000 7] [q b 0.040000 9] ,0.0000,yes,yes,correct,,,,3,1,0.1254,,
mtn_3C-9,yes,3,3,[q g 0.040000 11] [q g 0.040000 10] [q b 0.040000 12] ,0.0000,yes,yes,correct,,,,4,1,0.1254,,
mtn_3C-9,yes,3,3,[q g 0.040000 14] [q g 0.040000 15] [q k 0.040000 13] ,0.0000,yes,yes,correct,,,,5,1,0.1254,,
mtn_3C-9,yes,3,3,[q w 0.040000 17] [q w 0.040000 18] [q b 0.040000 16] ,0.0000,yes,yes,correct,,,,6,1,0.1254,,
exn_2C-f2,yes,3,3,[q w 0.040000 1] [q w 0.040000 4] [q g 0.040000 2] ,0.1128,yes,yes,correct,,,,1,1,0.1128,,
exn_2C-f2,yes,3,3,[q g 0.040000 3] [q w 0.040000 6] [q g 0.040000 5] ,0.0000,yes,yes,correct,,,,2,1,0.1128,,
exn_2C-f2,yes,3,3,[q g 0.040000 8] [q w 0.040000 7] [q g 0.040000 9] ,0.0000,yes,yes,correct,,,,3,1,0.1128,,
exn_2C-f2,yes,3,3,[q w 0.040000 11] [q w 0.040000 12] [q g 0.040000 10] ,0.0000,yes,yes,correct,,,,4,1,0.1128,,
exn_2C-f2,yes,3,3,[q g 0.040000 14] [q w 0.040000 13] [q w 0.040000 16] ,0.0000,yes,yes,correct,,,,5,1,0.1128,,
exn_2C-f2,yes,3,3,[q w 0.040000 18] [q g 0.040000 15] [q k 0.040000 17] ,0.0000,yes,yes,correct,,,,6,1,0.1128,,
most_2C-3,yes,3,3,[t y 0.040000 2] [t b 0.040000 3] [t y 0.040000 6] ,0.1072,yes,yes,correct,,,,1,1,0.1072,,
most_2C-3,yes,3,3,[t b 0.040000 1] [t y 0.040000 5] [t y 0.040000 4] ,0.0000,yes,yes,correct,,,,2,1,0.1072,,
most_2C-3,yes,3,3,[t k 0.040000 8] [t b 0.040000 9] [t y 0.040000 7] ,0.0000,yes,yes,correct,,,,3,1,0.1072,,
most_2C-3,yes,3,3,[t y 0.040000 11] [t b 0.040000 10] [t b 0.040000 12] ,0.0000,yes,yes,correct,,,,4,1,0.1072,,
most_2C-3,yes,3,3,[t b 0.040000 14] [t y 0.040000 13] [t y 0.040000 16] ,0.0000,yes,yes,correct,,,,5,1,0.1072,,
most_2C-3,yes,3,3,[t y 0.040000 17] [t b 0.040000 15] [t b 0.040000 18] ,0.0000,yes,yes,correct,,,,6,1,0.1072,,
otherprop_3C-f10,yes,3,3,[q b 0.040000 2] [q g 0.040000 1] [q g 0.040000 4] ,0.1056,yes,no,incorrect,,,,1,1,0.1056,,
otherprop_3C-f10,yes,3,3,[q b 0.040000 3] [q r 0.040000 6] [q r 0.040000 5] ,0.0000,yes,no,incorrect,,,,2,1,0.1056,,
otherprop_3C-f10,yes,3,3,[q g 0.040000 8] [q r 0.040000 9] [q b 0.040000 7] ,0.0000,yes,no,incorrect,,,,3,1,0.1056,,
otherprop_3C-f10,yes,3,3,[q g 0.040000 11] [q g 0.040000 14] [q b 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1056,,
otherprop_3C-f10,yes,3,3,[q b 0.040000 10] [q g 0.040000 13] [q g 0.040000 16] ,0.0000,yes,no,incorrect,,,,5,1,0.1056,,
otherprop_3C-f10,yes,3,3,[q r 0.040000 15] [q g 0.040000 17] [q b 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1056,,
most_3C-4,yes,3,3,[s k 0.040000 1] [s r 0.040000 2] [s g 0.040000 4] ,0.3975,yes,no,incorrect,,,,1,2,0.5034,,
most_3C-4,yes,3,3,[s r 0.040000 3] [s g 0.040000 6] [s g 0.040000 5] ,0.0714,yes,no,incorrect,,,,2,2,0.5034,,
most_3C-4,yes,3,3,[s r 0.040000 8] [s g 0.040000 9] [s r 0.040000 7] ,0.0000,yes,no,incorrect,,,,3,2,0.5034,,
most_3C-4,yes,3,3,[s g 0.040000 11] [s y 0.040000 15] [s y 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,2,0.5034,,
most_3C-4,yes,3,3,[s g 0.040000 14] [s y 0.040000 13] [s y 0.040000 10] ,0.0000,yes,no,incorrect,,,,5,2,0.5034,,
most_3C-4,yes,3,3,[s g 0.040000 17] [s r 0.040000 16] [s g 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,2,0.5034,,
few-f5,yes,3,3,[q w 0.040000 2] [q g 0.040000 1] [q g 0.040000 4] ,0.1013,yes,no,incorrect,,,,1,1,0.1013,,
few-f5,yes,3,3,[q w 0.040000 3] [q w 0.040000 5] [q w 0.040000 6] ,0.0000,yes,no,incorrect,,,,2,1,0.1013,,
few-f5,yes,3,3,[q w 0.040000 8] [q g 0.040000 7] [q g 0.040000 9] ,0.0000,yes,no,incorrect,,,,3,1,0.1013,,
few-f5,yes,3,3,[q w 0.040000 11] [q w 0.040000 14] [q w 0.040000 10] ,0.0000,yes,no,incorrect,,,,4,1,0.1013,,
few-f5,yes,3,3,[q g 0.040000 12] [q g 0.040000 15] [q w 0.040000 18] ,0.0000,yes,no,incorrect,,,,5,1,0.1013,,
few-f5,yes,3,3,[q w 0.040000 16] [q g 0.040000 13] [q w 0.040000 17] ,0.0000,yes,no,incorrect,,,,6,1,0.1013,,
exn_2C-f6,yes,3,3,[q b 0.040000 2] [q r 0.040000 1] [q b 0.040000 4] ,0.1260,yes,no,incorrect,,,,1,1,0.1260,,
exn_2C-f6,yes,3,3,[q r 0.040000 3] [q b 0.040000 6] [q b 0.040000 5] ,0.0000,yes,no,incorrect,,,,2,1,0.1260,,
exn_2C-f6,yes,3,3,[q r 0.040000 8] [q k 0.040000 9] [q r 0.040000 7] ,0.0000,yes,no,incorrect,,,,3,1,0.1260,,
exn_2C-f6,yes,3,3,[q r 0.040000 11] [q b 0.040000 14] [q b 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1260,,
exn_2C-f6,yes,3,3,[q r 0.040000 13] [q r 0.040000 16] [q b 0.040000 10] ,0.0000,yes,no,incorrect,,,,5,1,0.1260,,
exn_2C-f6,yes,3,3,[q b 0.040000 15] [q r 0.040000 17] [q b 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1260,,
most_2C-4,yes,3,3,[q r 0.040000 1] [q g 0.040000 2] [q g 0.040000 3] ,0.0969,yes,no,incorrect,,,,1,1,0.0969,,
most_2C-4,yes,3,3,[q r 0.040000 5] [q g 0.040000 6] [q k 0.040000 4] ,0.0000,yes,no,incorrect,,,,2,1,0.0969,,
most_2C-4,yes,3,3,[q g 0.040000 8] [q r 0.040000 7] [q g 0.040000 9] ,0.0000,yes,no,incorrect,,,,3,1,0.0969,,
most_2C-4,yes,3,3,[q r 0.040000 11] [q g 0.040000 14] [q r 0.040000 10] ,0.0000,yes,no,incorrect,,,,4,1,0.0969,,
most_2C-4,yes,3,3,[q g 0.040000 15] [q r 0.040000 12] [q g 0.040000 18] ,0.0000,yes,no,incorrect,,,,5,1,0.0969,,
most_2C-4,yes,3,3,[q r 0.040000 13] [q g 0.040000 16] [q r 0.040000 17] ,0.0000,yes,no,incorrect,,,,6,1,0.0969,,
exn_3C-f11,yes,3,3,[c g 0.040000 2] [c w 0.040000 1] [c y 0.040000 3] ,0.1316,yes,no,incorrect,,,,1,1,0.1316,,
exn_3C-f11,yes,3,3,[c w 0.040000 5] [c y 0.040000 6] [c y 0.040000 4] ,0.0000,yes,no,incorrect,,,,2,1,0.1316,,
exn_3C-f11,yes,3,3,[c g 0.040000 8] [c k 0.040000 7] [c y 0.040000 9] ,0.0000,yes,no,incorrect,,,,3,1,0.1316,,
exn_3C-f11,yes,3,3,[c w 0.040000 11] [c g 0.040000 14] [c w 0.040000 10] ,0.0000,yes,no,incorrect,,,,4,1,0.1316,,
exn_3C-f11,yes,3,3,[c g 0.040000 13] [c g 0.040000 16] [c k 0.040000 17] ,0.0000,yes,no,incorrect,,,,5,1,0.1316,,
exn_3C-f11,yes,3,3,[c y 0.040000 12] [c y 0.040000 15] [c w 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1316,,
mtn_3C-3,yes,3,3,[c w 0.040000 2] [c k 0.040000 3] [c b 0.040000 1] ,0.1413,yes,yes,correct,,,,1,1,0.1413,,
mtn_3C-3,yes,3,3,[c b 0.040000 5] [c w 0.040000 6] [c w 0.040000 8] ,0.0000,yes,yes,correct,,,,2,1,0.1413,,
mtn_3C-3,yes,3,3,[c w 0.040000 4] [c b 0.040000 7] [c w 0.040000 10] ,0.0000,yes,yes,correct,,,,3,1,0.1413,,
mtn_3C-3,yes,3,3,[c w 0.040000 12] [c r 0.040000 9] [c r 0.040000 11] ,0.0000,yes,yes,correct,,,,4,1,0.1413,,
mtn_3C-3,yes,3,3,[c w 0.040000 15] [c r 0.040000 13] [c r 0.040000 14] ,0.0000,yes,yes,correct,,,,5,1,0.1413,,
mtn_3C-3,yes,3,3,[c b 0.040000 17] [c b 0.040000 16] [c w 0.040000 18] ,0.0000,yes,yes,correct,,,,6,1,0.1413,,
exn_3C-f6,yes,3,3,[s g 0.040000 2] [s r 0.040000 1] [s b 0.040000 4] ,0.1257,yes,no,incorrect,,,,1,1,0.1257,,
exn_3C-f6,yes,3,3,[s r 0.040000 3] [s b 0.040000 6] [s r 0.040000 5] ,0.0000,yes,no,incorrect,,,,2,1,0.1257,,
exn_3C-f6,yes,3,3,[s b 0.040000 8] [s b 0.040000 9] [s r 0.040000 7] ,0.0000,yes,no,incorrect,,,,3,1,0.1257,,
exn_3C-f6,yes,3,3,[s b 0.040000 11] [s b 0.040000 14] [s g 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1257,,
exn_3C-f6,yes,3,3,[s b 0.040000 13] [s r 0.040000 16] [s g 0.040000 10] ,0.0000,yes,no,incorrect,,,,5,1,0.1257,,
exn_3C-f6,yes,3,3,[s g 0.040000 15] [s r 0.040000 17] [s g 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1257,,
most_3C-11,yes,3,3,[q b 0.040000 1] [q g 0.040000 2] [q b 0.040000 5] ,0.1326,yes,no,incorrect,,,,1,1,0.1326,,
most_3C-11,yes,3,3,[q k 0.040000 3] [q g 0.040000 6] [q g 0.040000 8] ,0.0000,yes,no,incorrect,,,,2,1,0.1326,,
most_3C-11,yes,3,3,[q k 0.040000 4] [q b 0.040000 7] [q g 0.040000 11] ,0.0000,yes,no,incorrect,,,,3,1,0.1326,,
most_3C-11,yes,3,3,[q g 0.040000 9] [q w 0.040000 12] [q w 0.040000 14] ,0.0000,yes,no,incorrect,,,,4,1,0.1326,,
most_3C-11,yes,3,3,[q b 0.040000 10] [q w 0.040000 13] [q g 0.040000 16] ,0.0000,yes,no,incorrect,,,,5,1,0.1326,,
most_3C-11,yes,3,3,[q w 0.040000 17] [q g 0.040000 15] [q k 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1326,,
exn_3C-f12,yes,3,3,[t r 0.040000 2] [t g 0.040000 1] [t g 0.040000 4] ,0.1259,yes,no,incorrect,,,,1,1,0.1259,,
exn_3C-f12,yes,3,3,[t r 0.040000 3] [t b 0.040000 6] [t b 0.040000 5] ,0.0000,yes,no,incorrect,,,,2,1,0.1259,,
exn_3C-f12,yes,3,3,[t b 0.040000 8] [t k 0.040000 9] [t r 0.040000 7] ,0.0000,yes,no,incorrect,,,,3,1,0.1259,,
exn_3C-f12,yes,3,3,[t b 0.040000 11] [t g 0.040000 14] [t b 0.040000 12] ,0.0000,yes,no,incorrect,,,,4,1,0.1259,,
exn_3C-f12,yes,3,3,[t r 0.040000 13] [t g 0.040000 16] [t b 0.040000 10] ,0.0000,yes,no,incorrect,,,,5,1,0.1259,,
exn_3C-f12,yes,3,3,[t k 0.040000 15] [t r 0.040000 17] [t g 0.040000 18] ,0.0000,yes,no,incorrect,,,,6,1,0.1259,,
most_2C-1,yes,3,3,[s b 0.040000 2] [s g 0.040000 1] [s k 0.040000 5] ,0.2713,yes,yes,correct,,,,1,2,0.4232,,
